"theta","items","measurement"
3.25,"madde_1",0.904650535100891
3.26,"madde_1",0.905509631049841
3.27,"madde_1",0.906361787762264
3.28,"madde_1",0.907207046882843
3.29,"madde_1",0.908045450068996
3.3,"madde_1",0.908877038985144
3.31,"madde_1",0.90970185529708
3.32,"madde_1",0.910519940666439
3.33,"madde_1",0.911331336745267
3.34,"madde_1",0.912136085170699
3.35,"madde_1",0.912934227559729
3.36,"madde_1",0.913725805504083
3.37,"madde_1",0.914510860565194
3.38,"madde_1",0.915289434269264
3.39,"madde_1",0.916061568102442
3.4,"madde_1",0.916827303506078
3.41,"madde_1",0.917586681872087
3.42,"madde_1",0.918339744538405
3.43,"madde_1",0.919086532784535
3.44,"madde_1",0.919827087827188
3.45,"madde_1",0.920561450816022
3.46,"madde_1",0.921289662829465
3.47,"madde_1",0.922011764870634
3.48,"madde_1",0.92272779786334
3.49,"madde_1",0.923437802648188
3.5,"madde_1",0.924141819978757
3.51,"madde_1",0.924839890517873
3.52,"madde_1",0.925532054833972
3.53,"madde_1",0.926218353397535
3.54,"madde_1",0.926898826577622
3.55,"madde_1",0.927573514638482
3.56,"madde_1",0.928242457736249
3.57,"madde_1",0.928905695915713
3.58,"madde_1",0.929563269107183
3.59,"madde_1",0.93021521712342
3.6,"madde_1",0.930861579656653
3.61,"madde_1",0.931502396275674
3.62,"madde_1",0.932137706423006
3.63,"madde_1",0.93276754941215
3.64,"madde_1",0.933391964424909
3.65,"madde_1",0.934010990508781
3.66,"madde_1",0.934624666574427
3.67,"madde_1",0.935233031393214
3.68,"madde_1",0.935836123594826
3.69,"madde_1",0.936433981664945
3.7,"madde_1",0.937026643943004
3.71,"madde_1",0.937614148620005
3.72,"madde_1",0.938196533736411
3.73,"madde_1",0.938773837180092
3.74,"madde_1",0.939346096684348
3.75,"madde_1",0.939913349825992
3.76,"madde_1",0.940475634023498
3.77,"madde_1",0.941032986535208
3.78,"madde_1",0.941585444457604
3.79,"madde_1",0.942133044723639
3.8,"madde_1",0.942675824101131
3.81,"madde_1",0.943213819191211
3.82,"madde_1",0.943747066426833
3.83,"madde_1",0.944275602071335
3.84,"madde_1",0.944799462217066
3.85,"madde_1",0.945318682784059
3.86,"madde_1",0.945833299518764
3.87,"madde_1",0.946343347992828
3.88,"madde_1",0.946848863601936
3.89,"madde_1",0.947349881564697
3.9,"madde_1",0.947846436921582
3.91,"madde_1",0.948338564533915
3.92,"madde_1",0.948826299082908
3.93,"madde_1",0.949309675068749
3.94,"madde_1",0.949788726809734
3.95,"madde_1",0.950263488441443
3.96,"madde_1",0.950733993915973
3.97,"madde_1",0.9512002770012
3.98,"madde_1",0.951662371280095
3.99,"madde_1",0.952120310150081
4,"madde_1",0.952574126822433
-4,"madde_2",0.00247262315663477
-3.99,"madde_2",0.00249741137113363
-3.98,"madde_2",0.00252244746076969
-3.97,"madde_2",0.00254773389156259
-3.96,"madde_2",0.00257327315381037
-3.95,"madde_2",0.00259906776232335
-3.94,"madde_2",0.0026251202566602
-3.93,"madde_2",0.00265143320136609
-3.92,"madde_2",0.00267800918621312
-3.91,"madde_2",0.00270485082644283
-3.9,"madde_2",0.00273196076301106
-3.89,"madde_2",0.00275934166283496
-3.88,"madde_2",0.00278699621904228
-3.87,"madde_2",0.00281492715122295
-3.86,"madde_2",0.00284313720568294
-3.85,"madde_2",0.0028716291557004
-3.84,"madde_2",0.0029004058017842
-3.83,"madde_2",0.00292946997193475
-3.82,"madde_2",0.00295882452190723
-3.81,"madde_2",0.00298847233547716
-3.8,"madde_2",0.00301841632470842
-3.79,"madde_2",0.0030486594302237
-3.78,"madde_2",0.0030792046214773
-3.77,"madde_2",0.00311005489703052
-3.76,"madde_2",0.00314121328482943
-3.75,"madde_2",0.00317268284248519
-3.74,"madde_2",0.00320446665755688
-3.73,"madde_2",0.00323656784783684
-3.72,"madde_2",0.00326898956163862
-3.71,"madde_2",0.00330173497808745
-3.7,"madde_2",0.00333480730741334
-3.69,"madde_2",0.00336820979124683
-3.68,"madde_2",0.00340194570291726
-3.67,"madde_2",0.00343601834775385
-3.66,"madde_2",0.00347043106338933
-3.65,"madde_2",0.00350518722006634
-3.64,"madde_2",0.0035402902209465
-3.63,"madde_2",0.00357574350242229
-3.62,"madde_2",0.00361155053443155
-3.61,"madde_2",0.00364771482077493
-3.6,"madde_2",0.00368423989943599
-3.59,"madde_2",0.00372112934290421
-3.58,"madde_2",0.0037583867585008
-3.57,"madde_2",0.00379601578870736
-3.56,"madde_2",0.00383402011149744
-3.55,"madde_2",0.00387240344067103
-3.54,"madde_2",0.00391116952619187
-3.53,"madde_2",0.00395032215452782
-3.52,"madde_2",0.0039898651489941
-3.51,"madde_2",0.00402980237009961
-3.5,"madde_2",0.00407013771589613
-3.49,"madde_2",0.00411087512233063
-3.48,"madde_2",0.00415201856360064
-3.47,"madde_2",0.00419357205251262
-3.46,"madde_2",0.00423553964084342
-3.45,"madde_2",0.00427792541970497
-3.44,"madde_2",0.00432073351991192
-3.43,"madde_2",0.00436396811235254
-3.42,"madde_2",0.00440763340836281
-3.41,"madde_2",0.0044517336601036
-3.4,"madde_2",0.00449627316094118
-3.39,"madde_2",0.00454125624583087
-3.38,"madde_2",0.00458668729170402
-3.37,"madde_2",0.00463257071785819
-3.36,"madde_2",0.00467891098635071
-3.35,"madde_2",0.00472571260239548
-3.34,"madde_2",0.0047729801147632
-3.33,"madde_2",0.00482071811618485
-3.32,"madde_2",0.00486893124375864
-3.31,"madde_2",0.00491762417936033
-3.3,"madde_2",0.00496680165005696
-3.29,"madde_2",0.00501646842852405
-3.28,"madde_2",0.00506662933346625
-3.27,"madde_2",0.00511728923004149
-3.26,"madde_2",0.00516845303028857
-3.25,"madde_2",0.0052201256935584
-3.24,"madde_2",0.00527231222694867
-3.23,"madde_2",0.00532501768574217
-3.22,"madde_2",0.00537824717384861
-3.21,"madde_2",0.00543200584425013
-3.2,"madde_2",0.0054862988994504
-3.19,"madde_2",0.00554113159192741
-3.18,"madde_2",0.0055965092245898
-3.17,"madde_2",0.00565243715123707
-3.16,"madde_2",0.00570892077702334
-3.15,"madde_2",0.0057659655589249
-3.14,"madde_2",0.00582357700621151
-3.13,"madde_2",0.00588176068092146
-3.12,"madde_2",0.00594052219834037
-3.11,"madde_2",0.00599986722748389
-3.1,"madde_2",0.00605980149158412
-3.09,"madde_2",0.00612033076857993
-3.08,"madde_2",0.00618146089161114
-3.07,"madde_2",0.00624319774951655
-3.06,"madde_2",0.00630554728733586
-3.05,"madde_2",0.00636851550681555
-3.04,"madde_2",0.00643210846691863
-3.03,"madde_2",0.00649633228433843
-3.02,"madde_2",0.00656119313401623
-3.01,"madde_2",0.00662669724966295
-3,"madde_2",0.00669285092428486
-2.99,"madde_2",0.00675966051071325
-2.98,"madde_2",0.00682713242213816
-2.97,"madde_2",0.00689527313264614
-2.96,"madde_2",0.00696408917776209
-2.95,"madde_2",0.00703358715499516
-2.94,"madde_2",0.00710377372438878
-2.93,"madde_2",0.00717465560907474
-2.92,"madde_2",0.00724623959583143
-2.91,"madde_2",0.00731853253564622
-2.9,"madde_2",0.00739154134428197
-2.89,"madde_2",0.00746527300284769
-2.88,"madde_2",0.00753973455837339
-2.87,"madde_2",0.00761493312438916
-2.86,"madde_2",0.00769087588150834
-2.85,"madde_2",0.007767570078015
-2.84,"madde_2",0.00784502303045563
-2.83,"madde_2",0.00792324212423498
-2.82,"madde_2",0.00800223481421624
-2.81,"madde_2",0.00808200862532539
-2.8,"madde_2",0.0081625711531599
-2.79,"madde_2",0.00824393006460156
-2.78,"madde_2",0.00832609309843378
-2.77,"madde_2",0.00840906806596298
-2.76,"madde_2",0.00849286285164435
-2.75,"madde_2",0.00857748541371198
-2.74,"madde_2",0.00866294378481316
-2.73,"madde_2",0.00874924607264706
-2.72,"madde_2",0.00883640046060772
-2.71,"madde_2",0.00892441520843132
-2.7,"madde_2",0.00901329865284782
-2.69,"madde_2",0.00910305920823689
-2.68,"madde_2",0.00919370536728809
-2.67,"madde_2",0.00928524570166557
-2.66,"madde_2",0.00937768886267686
-2.65,"madde_2",0.00947104358194611
-2.64,"madde_2",0.00956531867209168
-2.63,"madde_2",0.0096605230274079
-2.62,"madde_2",0.00975666562455136
-2.61,"madde_2",0.00985375552323127
-2.6,"madde_2",0.00995180186690432
-2.59,"madde_2",0.0100508138834738
-2.58,"madde_2",0.0101508008859927
-2.57,"madde_2",0.010251772273372
-2.56,"madde_2",0.0103537375310917
-2.55,"madde_2",0.0104567062319181
-2.54,"madde_2",0.0105606880366231
-2.53,"madde_2",0.01066569269471
-2.52,"madde_2",0.0107717300451416
-2.51,"madde_2",0.0108788100170739
-2.5,"madde_2",0.0109869426305932
-2.49,"madde_2",0.0110961379974576
-2.48,"madde_2",0.0112064063218429
-2.47,"madde_2",0.0113177579010923
-2.46,"madde_2",0.0114302031264707
-2.45,"madde_2",0.0115437524839223
-2.44,"madde_2",0.0116584165548331
-2.43,"madde_2",0.0117742060167972
-2.42,"madde_2",0.011891131644387
-2.41,"madde_2",0.0120092043099274
-2.4,"madde_2",0.0121284349842742
-2.39,"madde_2",0.0122488347375965
-2.38,"madde_2",0.0123704147401624
-2.37,"madde_2",0.0124931862631296
-2.36,"madde_2",0.0126171606793387
-2.35,"madde_2",0.0127423494641116
-2.34,"madde_2",0.0128687641960525
-2.33,"madde_2",0.0129964165578534
-2.32,"madde_2",0.0131253183371028
-2.31,"madde_2",0.0132554814270988
-2.3,"madde_2",0.0133869178276648
-2.29,"madde_2",0.0135196396459696
-2.28,"madde_2",0.0136536590973509
-2.27,"madde_2",0.0137889885061416
-2.26,"madde_2",0.0139256403065004
-2.25,"madde_2",0.0140636270432455
-2.24,"madde_2",0.0142029613726911
-2.23,"madde_2",0.0143436560634881
-2.22,"madde_2",0.0144857239974669
-2.21,"madde_2",0.0146291781704843
-2.2,"madde_2",0.0147740316932731
-2.19,"madde_2",0.0149202977922942
-2.18,"madde_2",0.0150679898105928
-2.17,"madde_2",0.0152171212086563
-2.16,"madde_2",0.0153677055652755
-2.15,"madde_2",0.0155197565784089
-2.14,"madde_2",0.0156732880660486
-2.13,"madde_2",0.0158283139670898
-2.12,"madde_2",0.0159848483422026
-2.11,"madde_2",0.0161429053747052
-2.1,"madde_2",0.0163024993714409
-2.09,"madde_2",0.0164636447636563
-2.08,"madde_2",0.0166263561078816
-2.07,"madde_2",0.0167906480868138
-2.06,"madde_2",0.0169565355102008
-2.05,"madde_2",0.0171240333157277
-2.04,"madde_2",0.0172931565699054
-2.03,"madde_2",0.0174639204689597
-2.02,"madde_2",0.0176363403397227
-2.01,"madde_2",0.0178104316405254
-2,"madde_2",0.0179862099620916
-1.99,"madde_2",0.0181636910284325
-1.98,"madde_2",0.0183428906977433
-1.97,"madde_2",0.0185238249632994
-1.96,"madde_2",0.0187065099543546
-1.95,"madde_2",0.018890961937039
-1.94,"madde_2",0.0190771973152582
-1.93,"madde_2",0.0192652326315917
-1.92,"madde_2",0.019455084568193
-1.91,"madde_2",0.0196467699476887
-1.9,"madde_2",0.0198403057340775
-1.89,"madde_2",0.0200357090336297
-1.88,"madde_2",0.0202329970957854
-1.87,"madde_2",0.020432187314053
-1.86,"madde_2",0.0206332972269062
-1.85,"madde_2",0.0208363445186804
-1.84,"madde_2",0.0210413470204683
-1.83,"madde_2",0.0212483227110135
-1.82,"madde_2",0.0214572897176035
-1.81,"madde_2",0.0216682663169605
-1.8,"madde_2",0.0218812709361305
-1.79,"madde_2",0.0220963221533702
-1.78,"madde_2",0.0223134386990322
-1.77,"madde_2",0.0225326394564473
-1.76,"madde_2",0.022753943462804
-1.75,"madde_2",0.0229773699100256
-1.74,"madde_2",0.0232029381456441
-1.73,"madde_2",0.0234306676736703
-1.72,"madde_2",0.0236605781554612
-1.71,"madde_2",0.0238926894105828
-1.7,"madde_2",0.0241270214176692
-1.69,"madde_2",0.0243635943152779
-1.68,"madde_2",0.0246024284027394
-1.67,"madde_2",0.0248435441410037
-1.66,"madde_2",0.0250869621534798
-1.65,"madde_2",0.0253327032268717
-1.64,"madde_2",0.0255807883120077
-1.63,"madde_2",0.0258312385246641
-1.62,"madde_2",0.0260840751463829
-1.61,"madde_2",0.0263393196252834
-1.6,"madde_2",0.0265969935768659
-1.59,"madde_2",0.0268571187848097
-1.58,"madde_2",0.027119717201763
-1.57,"madde_2",0.0273848109501257
-1.56,"madde_2",0.0276524223228231
-1.55,"madde_2",0.027922573784073
-1.54,"madde_2",0.0281952879701426
-1.53,"madde_2",0.0284705876900973
-1.52,"madde_2",0.02874849592654
-1.51,"madde_2",0.0290290358363408
-1.5,"madde_2",0.0293122307513563
-1.49,"madde_2",0.0295981041791392
-1.48,"madde_2",0.0298866798036362
-1.47,"madde_2",0.0301779814858759
-1.46,"madde_2",0.0304720332646442
-1.45,"madde_2",0.030768859357148
-1.44,"madde_2",0.0310684841596674
-1.43,"madde_2",0.0313709322481939
-1.42,"madde_2",0.0316762283790564
-1.41,"madde_2",0.0319843974895333
-1.4,"madde_2",0.0322954646984505
-1.39,"madde_2",0.0326094553067656
-1.38,"madde_2",0.0329263947981363
-1.37,"madde_2",0.0332463088394741
-1.36,"madde_2",0.0335692232814825
-1.35,"madde_2",0.0338951641591781
-1.34,"madde_2",0.0342241576923959
-1.33,"madde_2",0.0345562302862765
-1.32,"madde_2",0.0348914085317368
-1.31,"madde_2",0.0352297192059215
-1.3,"madde_2",0.0355711892726362
-1.29,"madde_2",0.0359158458827617
-1.28,"madde_2",0.0362637163746483
-1.27,"madde_2",0.0366148282744899
-1.26,"madde_2",0.036969209296677
-1.25,"madde_2",0.0373268873441295
-1.24,"madde_2",0.0376878905086059
-1.23,"madde_2",0.0380522470709921
-1.22,"madde_2",0.0384199855015654
-1.21,"madde_2",0.038791134460236
-1.2,"madde_2",0.0391657227967644
-1.19,"madde_2",0.039543779550953
-1.18,"madde_2",0.0399253339528138
-1.17,"madde_2",0.0403104154227092
-1.16,"madde_2",0.0406990535714665
-1.15,"madde_2",0.041091278200465
-1.14,"madde_2",0.0414871193016958
-1.13,"madde_2",0.0418866070577927
-1.12,"madde_2",0.0422897718420338
-1.11,"madde_2",0.0426966442183139
-1.1,"madde_2",0.0431072549410861
-1.09,"madde_2",0.0435216349552722
-1.08,"madde_2",0.0439398153961413
-1.07,"madde_2",0.0443618275891564
-1.06,"madde_2",0.0447877030497867
-1.05,"madde_2",0.0452174734832875
-1.04,"madde_2",0.0456511707844437
-1.03,"madde_2",0.0460888270372797
-1.02,"madde_2",0.0465304745147315
-1.01,"madde_2",0.0469761456782835
-1,"madde_2",0.0474258731775668
-0.99,"madde_2",0.0478796898499189
-0.98,"madde_2",0.0483376287199052
-0.97,"madde_2",0.0487997229988
-0.96,"madde_2",0.0492660060840267
-0.95,"madde_2",0.0497365115585567
-0.94,"madde_2",0.0502112731902665
-0.93,"madde_2",0.0506903249312507
-0.92,"madde_2",0.0511737009170917
-0.91,"madde_2",0.0516614354660848
-0.9,"madde_2",0.0521535630784177
-0.89,"madde_2",0.0526501184353029
-0.88,"madde_2",0.0531511363980637
-0.87,"madde_2",0.0536566520071719
-0.86,"madde_2",0.0541667004812361
-0.85,"madde_2",0.0546813172159408
-0.84,"madde_2",0.0552005377829343
-0.83,"madde_2",0.0557243979286654
-0.82,"madde_2",0.0562529335731674
-0.81,"madde_2",0.0567861808087885
-0.8,"madde_2",0.0573241758988688
-0.79,"madde_2",0.057866955276361
-0.78,"madde_2",0.0584145555423963
-0.77,"madde_2",0.0589670134647918
-0.76,"madde_2",0.0595243659765015
-0.75,"madde_2",0.0600866501740076
-0.74,"madde_2",0.0606539033156522
-0.73,"madde_2",0.061226162819908
-0.72,"madde_2",0.0618034662635886
-0.71,"madde_2",0.0623858513799944
-0.7,"madde_2",0.0629733560569965
-0.69,"madde_2",0.0635660183350553
-0.68,"madde_2",0.064163876405174
-0.67,"madde_2",0.0647669686067855
-0.66,"madde_2",0.0653753334255726
-0.65,"madde_2",0.0659890094912188
-0.64,"madde_2",0.0666080355750907
-0.63,"madde_2",0.06723245058785
-0.62,"madde_2",0.0678622935769945
-0.61,"madde_2",0.0684976037243261
-0.6,"madde_2",0.0691384203433468
-0.59,"madde_2",0.0697847828765801
-0.58,"madde_2",0.0704367308928171
-0.57,"madde_2",0.0710943040842872
-0.56,"madde_2",0.0717575422637513
-0.55,"madde_2",0.0724264853615177
-0.54,"madde_2",0.0731011734223782
-0.53,"madde_2",0.0737816466024653
-0.52,"madde_2",0.0744679451660281
-0.51,"madde_2",0.0751601094821266
-0.5,"madde_2",0.0758581800212435
-0.49,"madde_2",0.0765621973518122
-0.48,"madde_2",0.0772722021366599
-0.47,"madde_2",0.0779882351293664
-0.46,"madde_2",0.0787103371705352
-0.45,"madde_2",0.0794385491839784
-0.44,"madde_2",0.0801729121728123
-0.43,"madde_2",0.0809134672154654
-0.42,"madde_2",0.0816602554615947
-0.41,"madde_2",0.0824133181279128
-0.4,"madde_2",0.0831726964939224
-0.39,"madde_2",0.0839384318975581
-0.38,"madde_2",0.0847105657307358
-0.37,"madde_2",0.0854891394348065
-0.36,"madde_2",0.0862741944959167
-0.35,"madde_2",0.0870657724402712
-0.34,"madde_2",0.0878639148293013
-0.33,"madde_2",0.0886686632547333
-0.32,"madde_2",0.0894800593335614
-0.31,"madde_2",0.0902981447029198
-0.3,"madde_2",0.0911229610148562
-0.29,"madde_2",0.0919545499310043
-0.28,"madde_2",0.092792953117157
-0.27,"madde_2",0.0936382122377357
-0.26,"madde_2",0.0944903689501593
-0.25,"madde_2",0.0953494648991095
-0.24,"madde_2",0.0962155417106929
-0.23,"madde_2",0.0970886409864989
-0.22,"madde_2",0.097968804297554
-0.21,"madde_2",0.0988560731781694
-0.2,"madde_2",0.0997504891196852
-0.19,"madde_2",0.100652093564107
-0.18,"madde_2",0.101560927897637
-0.17,"madde_2",0.102477033444097
-0.16,"madde_2",0.10340045145825
-0.15,"madde_2",0.104331223119001
-0.14,"madde_2",0.10526938952251
-0.13,"madde_2",0.106214991675176
-0.12,"madde_2",0.107168070486528
-0.11,"madde_2",0.108128666762004
-0.1,"madde_2",0.109096821195613
-0.0899999999999999,"madde_2",0.110072574362503
-0.0800000000000001,"madde_2",0.111055966711408
-0.0699999999999998,"madde_2",0.11204703855699
-0.0600000000000001,"madde_2",0.113045830072079
-0.0499999999999998,"madde_2",0.114052381279791
-0.04,"madde_2",0.11506673204555
-0.0299999999999998,"madde_2",0.116088922068995
-0.02,"madde_2",0.117118990875781
-0.00999999999999979,"madde_2",0.11815697780927
0,"madde_2",0.119202922022118
0.00999999999999979,"madde_2",0.120256862467751
0.0200000000000005,"madde_2",0.121318837891737
0.0300000000000002,"madde_2",0.122388886823049
0.04,"madde_2",0.123467047565224
0.0499999999999998,"madde_2",0.124553358187416
0.0600000000000005,"madde_2",0.125647856515346
0.0700000000000003,"madde_2",0.126750580122141
0.0800000000000001,"madde_2",0.127861566319081
0.0899999999999999,"madde_2",0.128980852146236
0.0999999999999996,"madde_2",0.130108474362998
0.11,"madde_2",0.131244469438523
0.12,"madde_2",0.132388873542065
0.13,"madde_2",0.133541722533212
0.14,"madde_2",0.134703051952028
0.15,"madde_2",0.135872897009094
0.16,"madde_2",0.13705129257546
0.17,"madde_2",0.138238273172494
0.18,"madde_2",0.13943387296165
0.19,"madde_2",0.140638125734134
0.2,"madde_2",0.141851064900488
0.21,"madde_2",0.143072723480081
0.22,"madde_2",0.144303134090519
0.23,"madde_2",0.145542328936965
0.24,"madde_2",0.146790339801382
0.25,"madde_2",0.148047198031689
0.26,"madde_2",0.149312934530844
0.27,"madde_2",0.150587579745844
0.28,"madde_2",0.151871163656659
0.29,"madde_2",0.153163715765086
0.3,"madde_2",0.154465265083535
0.31,"madde_2",0.155775840123747
0.32,"madde_2",0.157095468885453
0.33,"madde_2",0.158424178844956
0.34,"madde_2",0.159761996943669
0.350000000000001,"madde_2",0.161108949576585
0.36,"madde_2",0.162465062580696
0.37,"madde_2",0.163830361223359
0.38,"madde_2",0.165204870190615
0.39,"madde_2",0.16658861357546
0.4,"madde_2",0.167981614866076
0.41,"madde_2",0.169383896934019
0.42,"madde_2",0.170795482022374
0.43,"madde_2",0.172216391733878
0.44,"madde_2",0.173646647019005
0.45,"madde_2",0.17508626816404
0.46,"madde_2",0.176535274779117
0.47,"madde_2",0.177993685786246
0.48,"madde_2",0.179461519407327
0.49,"madde_2",0.180938793152142
0.5,"madde_2",0.182425523806356
0.51,"madde_2",0.183921727419504
0.52,"madde_2",0.185427419292982
0.53,"madde_2",0.186942613968046
0.54,"madde_2",0.188467325213819
0.55,"madde_2",0.190001566015313
0.56,"madde_2",0.191545348561468
0.57,"madde_2",0.193098684233216
0.58,"madde_2",0.194661583591578
0.59,"madde_2",0.196234056365779
0.600000000000001,"madde_2",0.197816111441418
0.61,"madde_2",0.199407756848669
0.62,"madde_2",0.201008999750529
0.63,"madde_2",0.20261984643113
0.64,"madde_2",0.204240302284092
0.65,"madde_2",0.205870371800947
0.66,"madde_2",0.207510058559636
0.67,"madde_2",0.209159365213063
0.68,"madde_2",0.210818293477747
0.69,"madde_2",0.212486844122539
0.7,"madde_2",0.214165016957441
0.71,"madde_2",0.215852810822515
0.72,"madde_2",0.217550223576887
0.73,"madde_2",0.219257252087872
0.74,"madde_2",0.220973892220188
0.75,"madde_2",0.222700138825309
0.76,"madde_2",0.224435985730927
0.77,"madde_2",0.226181425730546
0.78,"madde_2",0.227936450573216
0.79,"madde_2",0.229701050953398
0.8,"madde_2",0.231475216500982
0.81,"madde_2",0.233258935771457
0.82,"madde_2",0.235052196236235
0.83,"madde_2",0.236854984273145
0.84,"madde_2",0.23866728515709
0.850000000000001,"madde_2",0.240489083050889
0.86,"madde_2",0.242320360996295
0.87,"madde_2",0.244161100905203
0.88,"madde_2",0.246011283551052
0.89,"madde_2",0.24787088856043
0.9,"madde_2",0.249739894404882
0.91,"madde_2",0.251618278392936
0.92,"madde_2",0.253506016662338
0.93,"madde_2",0.255403084172524
0.94,"madde_2",0.257309454697314
0.95,"madde_2",0.259225100817846
0.96,"madde_2",0.261149993915751
0.97,"madde_2",0.26308410416658
0.98,"madde_2",0.265027400533481
0.99,"madde_2",0.266979850761143
1,"madde_2",0.268941421369995
1.01,"madde_2",0.270912077650693
1.02,"madde_2",0.272891783658871
1.03,"madde_2",0.274880502210177
1.04,"madde_2",0.27687819487561
1.05,"madde_2",0.278884821977137
1.06,"madde_2",0.280900342583616
1.07,"madde_2",0.282924714507027
1.08,"madde_2",0.28495789429901
1.09,"madde_2",0.286999837247718
1.1,"madde_2",0.289050497374996
1.11,"madde_2",0.29110982743388
1.12,"madde_2",0.293177778906432
1.13,"madde_2",0.295254302001909
1.14,"madde_2",0.297339345655268
1.15,"madde_2",0.299432857526027
1.16,"madde_2",0.301534783997461
1.17,"madde_2",0.303645070176166
1.18,"madde_2",0.305763659891969
1.19,"madde_2",0.307890495698212
1.2,"madde_2",0.310025518872388
1.21,"madde_2",0.31216866941716
1.22,"madde_2",0.314319886061746
1.23,"madde_2",0.316479106263684
1.24,"madde_2",0.318646266210975
1.25,"madde_2",0.320821300824607
1.26,"madde_2",0.323004143761477
1.27,"madde_2",0.325194727417687
1.28,"madde_2",0.32739298293224
1.29,"madde_2",0.329598840191131
1.3,"madde_2",0.331812227831834
1.31,"madde_2",0.33403307324818
1.32,"madde_2",0.336261302595647
1.33,"madde_2",0.338496840797048
1.34,"madde_2",0.340739611548615
1.35,"madde_2",0.342989537326501
1.36,"madde_2",0.345246539393681
1.37,"madde_2",0.347510537807256
1.38,"madde_2",0.349781451426173
1.39,"madde_2",0.35205919791935
1.4,"madde_2",0.354343693774205
1.41,"madde_2",0.356634854305598
1.42,"madde_2",0.358932593665183
1.43,"madde_2",0.361236824851158
1.44,"madde_2",0.363547459718434
1.45,"madde_2",0.365864408989199
1.46,"madde_2",0.368187582263898
1.47,"madde_2",0.370516888032605
1.48,"madde_2",0.372852233686805
1.49,"madde_2",0.375193525531571
1.5,"madde_2",0.377540668798145
1.51,"madde_2",0.37989356765691
1.52,"madde_2",0.382252125230751
1.53,"madde_2",0.384616243608818
1.54,"madde_2",0.386985823860665
1.55,"madde_2",0.389360766050778
1.56,"madde_2",0.391740969253486
1.57,"madde_2",0.394126331568239
1.58,"madde_2",0.396516750135274
1.59,"madde_2",0.39891212115163
1.6,"madde_2",0.401312339887548
1.61,"madde_2",0.403717300703212
1.62,"madde_2",0.406126897065857
1.63,"madde_2",0.40854102156722
1.64,"madde_2",0.410959565941335
1.65,"madde_2",0.41338242108267
1.66,"madde_2",0.415809477064593
1.67,"madde_2",0.418240623158164
1.68,"madde_2",0.420675747851251
1.69,"madde_2",0.423114738867954
1.7,"madde_2",0.425557483188341
1.71,"madde_2",0.428003867068481
1.72,"madde_2",0.430453776060771
1.73,"madde_2",0.432907095034546
1.74,"madde_2",0.435363708196971
1.75,"madde_2",0.437823499114202
1.76,"madde_2",0.440286350732807
1.77,"madde_2",0.442752145401445
1.78,"madde_2",0.445220764892785
1.79,"madde_2",0.447692090425675
1.8,"madde_2",0.450166002687522
1.81,"madde_2",0.452642381856911
1.82,"madde_2",0.45512110762642
1.83,"madde_2",0.457602059225649
1.84,"madde_2",0.460085115444434
1.85,"madde_2",0.462570154656251
1.86,"madde_2",0.465057054841786
1.87,"madde_2",0.467545693612681
1.88,"madde_2",0.470035948235428
1.89,"madde_2",0.472527695655406
1.9,"madde_2",0.47502081252106
1.91,"madde_2",0.4775151752082
1.92,"madde_2",0.480010659844418
1.93,"madde_2",0.48250714233361
1.94,"madde_2",0.48500449838059
1.95,"madde_2",0.48750260351579
1.96,"madde_2",0.490001333120035
1.97,"madde_2",0.49250056244938
1.98,"madde_2",0.49500016666
1.99,"madde_2",0.497500020833125
2,"madde_2",0.5
2.01,"madde_2",0.502499979166875
2.02,"madde_2",0.50499983334
2.03,"madde_2",0.50749943755062
2.04,"madde_2",0.509998666879966
2.05,"madde_2",0.51249739648421
2.06,"madde_2",0.51499550161941
2.07,"madde_2",0.51749285766639
2.08,"madde_2",0.519989340155582
2.09,"madde_2",0.5224848247918
2.1,"madde_2",0.52497918747894
2.11,"madde_2",0.527472304344594
2.12,"madde_2",0.529964051764572
2.13,"madde_2",0.532454306387319
2.14,"madde_2",0.534942945158215
2.15,"madde_2",0.53742984534375
2.16,"madde_2",0.539914884555566
2.17,"madde_2",0.542397940774351
2.18,"madde_2",0.54487889237358
2.19,"madde_2",0.547357618143089
2.2,"madde_2",0.549833997312478
2.21,"madde_2",0.552307909574325
2.22,"madde_2",0.554779235107215
2.23,"madde_2",0.557247854598556
2.24,"madde_2",0.559713649267193
2.25,"madde_2",0.562176500885798
2.26,"madde_2",0.564636291803029
2.27,"madde_2",0.567092904965455
2.28,"madde_2",0.569546223939229
2.29,"madde_2",0.571996132931519
2.3,"madde_2",0.574442516811659
2.31,"madde_2",0.576885261132046
2.32,"madde_2",0.579324252148749
2.33,"madde_2",0.581759376841836
2.34,"madde_2",0.584190522935407
2.35,"madde_2",0.58661757891733
2.36,"madde_2",0.589040434058665
2.37,"madde_2",0.59145897843278
2.38,"madde_2",0.593873102934143
2.39,"madde_2",0.596282699296788
2.4,"madde_2",0.598687660112452
2.41,"madde_2",0.60108787884837
2.42,"madde_2",0.603483249864726
2.43,"madde_2",0.60587366843176
2.44,"madde_2",0.608259030746515
2.45,"madde_2",0.610639233949222
2.46,"madde_2",0.613014176139336
2.47,"madde_2",0.615383756391182
2.48,"madde_2",0.617747874769249
2.49,"madde_2",0.62010643234309
2.5,"madde_2",0.622459331201855
2.51,"madde_2",0.624806474468429
2.52,"madde_2",0.627147766313196
2.53,"madde_2",0.629483111967395
2.54,"madde_2",0.631812417736102
